t[ms];I[10A];Ue[V];P[W];E[J]
145,7;36,61;3,504;128,28;64,14
145,72;36,61;3,504;128,28;64,14
145,74;36,61;3,543;129,71;64,86
145,76;36,61;3,583;131,17;65,58
145,78;36,61;3,543;129,71;64,86
145,8;36,61;3,543;129,71;64,86
145,82;36,61;3,543;129,71;64,86
145,84;36,61;3,504;128,28;64,14
145,86;36,61;3,543;129,71;64,86
145,88;36,61;3,543;129,71;64,86
145,9;36,61;3,504;128,28;64,14
145,92;36,61;3,465;126,85;63,42
145,94;36,61;3,543;129,71;64,86
145,96;36,61;3,504;128,28;64,14
145,98;36,61;3,543;129,71;64,86
146;36,61;3,504;128,28;64,14
146,02;36,61;3,504;128,28;64,14
146,04;36,61;3,543;129,71;64,86
146,06;36,61;3,543;129,71;64,86
146,08;36,61;3,543;129,71;64,86
146,1;36,61;3,543;129,71;64,86
146,12;36,61;3,543;129,71;64,86
146,14;36,61;3,543;129,71;64,86
146,16;36,22;3,583;129,78;64,89
146,18;36,61;3,543;129,71;64,86
146,2;36,61;3,583;131,17;65,58
146,22;36,61;3,504;128,28;64,14
146,24;36,61;3,543;129,71;64,86
146,26;36,22;3,583;129,78;64,89
146,28;36,22;3,583;129,78;64,89
146,3;36,61;3,543;129,71;64,86
146,32;36,61;3,543;129,71;64,86
146,34;36,61;3,504;128,28;64,14
146,36;36,22;3,583;129,78;64,89
146,38;36,61;3,543;129,71;64,86
146,4;36,61;3,543;129,71;64,86
146,42;36,61;3,543;129,71;64,86
146,44;36,61;3,543;129,71;64,86
146,46;36,61;3,543;129,71;64,86
146,48;36,61;3,583;131,17;65,58
146,5;36,61;3,543;129,71;64,86
146,52;36,61;3,504;128,28;64,14
146,54;36,61;3,543;129,71;64,86
146,56;36,61;3,543;129,71;64,86
146,58;36,61;3,583;131,17;65,58
146,6;36,22;3,543;128,33;64,17
146,62;36,61;3,504;128,28;64,14
146,64;36,61;3,543;129,71;64,86
146,66;36,61;3,543;129,71;64,86
146,68;36,61;3,543;129,71;64,86
146,7;36,61;3,543;129,71;64,86
146,72;36,61;3,425;125,39;62,7
146,74;36,61;3,543;129,71;64,86
146,76;36,61;3,583;131,17;65,58
146,78;36,22;3,583;129,78;64,89
146,8;36,61;3,543;129,71;64,86
146,82;36,61;3,504;128,28;64,14
146,84;36,61;3,543;129,71;64,86
146,86;36,61;3,583;131,17;65,58
146,88;36,61;3,583;131,17;65,58
146,9;36,61;3,504;128,28;64,14
146,92;36,61;3,543;129,71;64,86
146,94;36,61;3,543;129,71;64,86
146,96;36,61;3,543;129,71;64,86
146,98;36,61;3,543;129,71;64,86
147;36,61;3,543;129,71;64,86
147,02;36,61;3,504;128,28;64,14
147,04;36,61;3,504;128,28;64,14
147,06;36,61;3,543;129,71;64,86
147,08;36,61;3,583;131,17;65,58
147,1;36,61;3,543;129,71;64,86
147,12;36,61;3,504;128,28;64,14
147,14;36,61;3,543;129,71;64,86
147,16;36,61;3,583;131,17;65,58
147,18;36,61;3,583;131,17;65,58
147,2;36,61;3,543;129,71;64,86
147,22;36,61;3,543;129,71;64,86
147,24;36,61;3,583;131,17;65,58
147,26;36,22;3,543;128,33;64,17
147,28;36,22;3,543;128,33;64,17
147,3;36,61;3,583;131,17;65,58
147,32;36,61;3,543;129,71;64,86
147,34;36,61;3,504;128,28;64,14
147,36;36,61;3,543;129,71;64,86
147,38;36,61;3,583;131,17;65,58
147,4;36,61;3,543;129,71;64,86
147,42;36,61;3,583;131,17;65,58
147,44;36,61;3,543;129,71;64,86
147,46;36,61;3,543;129,71;64,86
147,48;36,61;3,583;131,17;65,58
147,5;36,61;3,543;129,71;64,86
147,52;36,61;3,504;128,28;64,14
147,54;36,61;3,504;128,28;64,14
147,56;36,61;3,543;129,71;64,86
147,58;36,61;3,543;129,71;64,86
147,6;36,61;3,543;129,71;64,86
147,62;36,61;3,504;128,28;64,14
147,64;36,61;3,543;129,71;64,86
147,66;36,61;3,504;128,28;64,14
147,68;36,22;3,543;128,33;64,17
147,7;36,61;3,543;129,71;64,86
147,72;36,61;3,543;129,71;64,86
147,74;37,01;3,504;129,68;64,84
147,76;36,61;3,583;131,17;65,58
147,78;36,61;3,583;131,17;65,58
147,8;36,61;3,543;129,71;64,86
147,82;36,61;3,504;128,28;64,14
147,84;36,61;3,543;129,71;64,86
147,86;36,61;3,543;129,71;64,86
147,88;36,61;3,543;129,71;64,86
147,9;36,61;3,543;129,71;64,86
147,92;36,61;3,543;129,71;64,86
147,94;36,61;3,504;128,28;64,14
147,96;36,61;3,543;129,71;64,86
147,98;36,61;3,543;129,71;64,86
148;36,61;3,504;128,28;64,14
148,02;36,61;3,543;129,71;64,86
148,04;36,61;3,504;128,28;64,14
148,06;36,61;3,504;128,28;64,14
148,08;36,61;3,583;131,17;65,58
148,1;36,61;3,543;129,71;64,86
148,12;36,61;3,504;128,28;64,14
148,14;37,01;3,543;131,13;65,56
148,16;36,61;3,543;129,71;64,86
148,18;36,61;3,543;129,71;64,86
148,2;36,61;3,583;131,17;65,58
148,22;36,61;3,543;129,71;64,86
148,24;36,61;3,543;129,71;64,86
148,26;36,61;3,583;131,17;65,58
148,28;36,61;3,543;129,71;64,86
148,3;36,61;3,583;131,17;65,58
148,32;36,61;3,543;129,71;64,86
148,34;36,61;3,543;129,71;64,86
148,36;36,61;3,583;131,17;65,58
148,38;36,61;3,583;131,17;65,58
148,4;36,61;3,543;129,71;64,86
148,42;36,61;3,504;128,28;64,14
148,44;36,61;3,543;129,71;64,86
148,46;36,61;3,543;129,71;64,86
148,48;36,22;3,583;129,78;64,89
148,5;36,61;3,543;129,71;64,86
148,52;36,61;3,504;128,28;64,14
148,54;36,61;3,543;129,71;64,86
148,56;36,61;3,543;129,71;64,86
148,58;36,22;3,583;129,78;64,89
148,6;36,61;3,543;129,71;64,86
148,62;36,61;3,504;128,28;64,14
148,64;36,61;3,543;129,71;64,86
148,66;36,61;3,583;131,17;65,58
148,68;36,22;3,543;128,33;64,17
148,7;36,61;3,543;129,71;64,86
148,72;36,61;3,543;129,71;64,86
148,74;36,61;3,543;129,71;64,86
148,76;36,61;3,543;129,71;64,86
148,78;36,61;3,386;123,96;61,98
148,8;36,61;3,543;129,71;64,86
148,82;36,61;3,543;129,71;64,86
148,84;36,61;3,543;129,71;64,86
148,86;36,61;3,543;129,71;64,86
148,88;36,61;3,661;134,03;67,02
148,9;36,61;3,543;129,71;64,86
148,92;37,01;3,583;132,61;66,31
148,94;37,01;3,504;129,68;64,84
148,96;36,61;3,543;129,71;64,86
148,98;36,61;3,543;129,71;64,86
149;36,61;3,504;128,28;64,14
149,02;36,61;3,543;129,71;64,86
149,04;36,61;3,504;128,28;64,14
149,06;36,61;3,543;129,71;64,86
149,08;36,61;3,583;131,17;65,58
149,1;36,61;3,543;129,71;64,86
149,12;36,61;3,504;128,28;64,14
149,14;36,61;3,543;129,71;64,86
149,16;36,61;3,583;131,17;65,58
149,18;36,22;3,583;129,78;64,89
149,2;36,61;3,583;131,17;65,58
149,22;36,61;3,543;129,71;64,86
149,24;36,61;3,071;112,43;56,22
149,26;33,46;1,496;50,06;25,03
149,28;31,89;0,866;27,62;13,81
149,3;29,13;1,299;37,84;18,92
149,32;26,77;1,535;41,09;20,54
149,34;25,59;1,063;27,2;13,6
149,36;23,23;1,614;37,49;18,74
149,38;20,47;1,693;34,66;17,33
149,4;19,29;1,535;29,61;14,8
149,42;18,11;1,811;32,8;16,4
149,44;16,54;1,693;28;14
149,46;14,96;1,811;27,09;13,54
149,48;13,78;2,047;28,21;14,1
149,5;12,99;1,85;24,03;12,02
149,52;11,81;1,969;23,25;11,62
149,54;11,42;2,008;22,93;11,46
149,56;9,84;1,969;19,37;9,68
149,58;9,06;2,244;20,33;10,16
149,6;8,27;2,165;17,9;8,95
149,62;7,48;2,165;16,19;8,1
149,64;6,69;2,126;14,22;7,11
149,66;5,91;2,244;13,26;6,63
149,68;5,12;2,205;11,29;5,64
149,7;4,33;2,165;9,37;4,68
149,72;3,94;2,126;8,38;4,19
149,74;3,54;2,126;7,53;3,76
149,76;2,76;2,165;5,98;2,99
149,78;1,97;2,244;4,42;2,21
149,8;1,18;2,244;2,65;1,32
149,82;1,18;2,165;2,55;1,27
149,84;0,39;2,244;0,88;0,44
149,86;0;2,323;0;0
149,88;-0,79;2,323;-1,84;-0,92
149,9;-1,18;2,323;-2,74;-1,37
149,92;-1,18;2,323;-2,74;-1,37
149,94;-1,57;2,323;-3,65;-1,82
149,96;-2,36;2,362;-5,57;-2,78
149,98;-2,76;2,402;-6,63;-3,32
150;-2,76;2,441;-6,74;-3,37
150,02;-2,76;2,402;-6,63;-3,32
150,04;-3,15;2,402;-7,57;-3,78
150,06;-4,33;2,441;-10,57;-5,28
150,08;-4,72;2,441;-11,52;-5,76
150,1;-4,33;2,48;-10,74;-5,37
150,12;-5,12;2,441;-12,5;-6,25
150,14;-4,72;2,441;-11,52;-5,76
150,16;-5,51;2,441;-13,45;-6,72
150,18;-5,91;2,48;-14,66;-7,33
150,2;-5,91;2,48;-14,66;-7,33
150,22;-5,91;2,441;-14,43;-7,22
150,24;-5,91;2,441;-14,43;-7,22
150,26;-5,91;2,48;-14,66;-7,33
150,28;-6,69;2,48;-16,59;-8,3
150,3;-6,69;2,48;-16,59;-8,3
150,32;-6,69;2,48;-16,59;-8,3
150,34;-7,09;2,48;-17,58;-8,79
150,36;-7,09;2,48;-17,58;-8,79
150,38;-7,48;2,52;-18,85;-9,43
150,4;-7,87;2,559;-20,14;-10,07
150,42;-7,48;2,48;-18,55;-9,28
150,44;-7,48;2,48;-18,55;-9,28
150,46;-7,87;2,52;-19,83;-9,91
150,48;-8,27;2,559;-21,16;-10,58
150,5;-8,27;2,559;-21,16;-10,58
150,52;-8,27;2,52;-20,84;-10,42
150,54;-8,27;2,559;-21,16;-10,58
150,56;-8,66;2,559;-22,16;-11,08
150,58;-8,66;2,559;-22,16;-11,08
150,6;-9,06;2,598;-23,54;-11,77
150,62;-8,66;2,559;-22,16;-11,08
150,64;-8,66;2,559;-22,16;-11,08
150,66;-9,06;2,559;-23,18;-11,59
150,68;-9,06;2,598;-23,54;-11,77
150,7;-9,06;2,598;-23,54;-11,77
150,72;-9,06;2,559;-23,18;-11,59
150,74;-9,06;2,559;-23,18;-11,59
150,76;-9,06;2,559;-23,18;-11,59
150,78;-9,06;2,598;-23,54;-11,77
150,8;-9,45;2,598;-24,55;-12,28
150,82;-9,06;2,559;-23,18;-11,59
150,84;-9,45;2,559;-24,18;-12,09
150,86;-9,45;2,598;-24,55;-12,28
150,88;-9,84;2,638;-25,96;-12,98
150,9;-9,84;2,598;-25,56;-12,78
150,92;-9,45;2,559;-24,18;-12,09
150,94;-9,84;2,559;-25,18;-12,59
150,96;-9,84;2,559;-25,18;-12,59
150,98;-9,84;2,598;-25,56;-12,78
151;-10,24;2,598;-26,6;-13,3
151,02;-9,84;2,559;-25,18;-12,59
151,04;-9,84;2,559;-25,18;-12,59
151,06;-9,84;2,598;-25,56;-12,78
151,08;-10,24;2,638;-27,01;-13,5
151,1;-10,24;2,638;-27,01;-13,5
151,12;-10,24;2,638;-27,01;-13,5
151,14;-9,84;2,559;-25,18;-12,59
151,16;-10,24;2,638;-27,01;-13,5
151,18;-10,63;2,638;-28,04;-14,02
151,2;-10,63;2,638;-28,04;-14,02
151,22;-10,24;2,638;-27,01;-13,5
151,24;-10,24;2,559;-26,2;-13,1
151,26;-10,24;2,638;-27,01;-13,5
151,28;-10,63;2,638;-28,04;-14,02
151,3;-10,63;2,638;-28,04;-14,02
151,32;-10,63;2,638;-28,04;-14,02
151,34;-10,24;2,598;-26,6;-13,3
151,36;-10,63;2,638;-28,04;-14,02
151,38;-10,63;2,638;-28,04;-14,02
151,4;-10,63;2,638;-28,04;-14,02
151,42;-10,63;2,598;-27,62;-13,81
151,44;-10,63;2,638;-28,04;-14,02
151,46;-10,63;2,638;-28,04;-14,02
151,48;-10,63;2,638;-28,04;-14,02
151,5;-10,63;2,638;-28,04;-14,02
151,52;-10,63;2,638;-28,04;-14,02
151,54;-10,63;2,559;-27,2;-13,6
151,56;-10,63;2,638;-28,04;-14,02
151,58;-10,63;2,638;-28,04;-14,02
151,6;-11,02;2,638;-29,07;-14,54
151,62;-10,63;2,638;-28,04;-14,02
151,64;-10,63;2,638;-28,04;-14,02
151,66;-10,63;2,638;-28,04;-14,02
151,68;-10,63;2,638;-28,04;-14,02
151,7;-11,02;2,638;-29,07;-14,54
151,72;-10,63;2,638;-28,04;-14,02
151,74;-10,63;2,598;-27,62;-13,81
151,76;-10,63;2,638;-28,04;-14,02
151,78;-11,02;2,638;-29,07;-14,54
151,8;-11,02;2,677;-29,5;-14,75
151,82;-10,63;2,638;-28,04;-14,02
151,84;-10,63;2,598;-27,62;-13,81
151,86;-11,02;2,638;-29,07;-14,54
151,88;-11,02;2,638;-29,07;-14,54
151,9;-11,42;2,638;-30,13;-15,06
151,92;-10,63;2,638;-28,04;-14,02
151,94;-10,63;2,598;-27,62;-13,81
151,96;-10,63;2,598;-27,62;-13,81
151,98;-11,42;2,638;-30,13;-15,06
152;-11,42;2,638;-30,13;-15,06
152,02;-11,02;2,598;-28,63;-14,32
152,04;-10,63;2,598;-27,62;-13,81
152,06;-10,63;2,638;-28,04;-14,02
152,08;-11,42;2,638;-30,13;-15,06
152,1;-11,42;2,638;-30,13;-15,06
152,12;-11,02;2,598;-28,63;-14,32
152,14;-10,63;2,598;-27,62;-13,81
152,16;-11,42;2,638;-30,13;-15,06
152,18;-11,42;2,717;-31,03;-15,52
152,2;-11,42;2,638;-30,13;-15,06
152,22;-11,02;2,638;-29,07;-14,54
152,24;-11,02;2,638;-29,07;-14,54
152,26;-11,02;2,638;-29,07;-14,54
152,28;-11,42;2,677;-30,57;-15,28
152,3;-11,42;2,677;-30,57;-15,28
152,32;-11,42;2,638;-30,13;-15,06
152,34;-10,63;2,638;-28,04;-14,02
152,36;-11,42;2,638;-30,13;-15,06
152,38;-11,42;2,638;-30,13;-15,06
152,4;-11,42;2,638;-30,13;-15,06
152,42;-11,42;2,638;-30,13;-15,06
152,44;-10,63;2,598;-27,62;-13,81
152,46;-11,02;2,638;-29,07;-14,54
152,48;-11,42;2,638;-30,13;-15,06
152,5;-11,42;2,638;-30,13;-15,06
152,52;-11,42;2,638;-30,13;-15,06
152,54;-11,02;2,598;-28,63;-14,32
152,56;-11,02;2,638;-29,07;-14,54
152,58;-11,42;2,638;-30,13;-15,06
152,6;-11,81;2,638;-31,15;-15,58
152,62;-11,42;2,638;-30,13;-15,06
152,64;-11,02;2,598;-28,63;-14,32
152,66;-11,42;2,638;-30,13;-15,06
152,68;-11,42;2,638;-30,13;-15,06
152,7;-11,81;2,677;-31,62;-15,81
152,72;-11,42;2,638;-30,13;-15,06
152,74;-11,02;2,638;-29,07;-14,54
152,76;-11,02;2,638;-29,07;-14,54
152,78;-11,42;2,638;-30,13;-15,06
152,8;-11,42;2,638;-30,13;-15,06
152,82;-11,42;2,638;-30,13;-15,06
152,84;-11,02;2,598;-28,63;-14,32
152,86;-11,42;2,638;-30,13;-15,06
152,88;-11,42;2,638;-30,13;-15,06
152,9;-11,42;2,638;-30,13;-15,06
152,92;-11,42;2,598;-29,67;-14,84
152,94;-11,02;2,598;-28,63;-14,32
152,96;-11,02;2,598;-28,63;-14,32
152,98;-11,42;2,638;-30,13;-15,06
153;-11,81;2,638;-31,15;-15,58
153,02;-11,42;2,638;-30,13;-15,06
153,04;-11,02;2,598;-28,63;-14,32
153,06;-11,42;2,638;-30,13;-15,06
153,08;-11,81;2,638;-31,15;-15,58
153,1;-11,81;2,638;-31,15;-15,58
153,12;-11,42;2,638;-30,13;-15,06
153,14;-11,02;2,638;-29,07;-14,54
153,16;-11,42;2,638;-30,13;-15,06
153,18;-11,81;2,638;-31,15;-15,58
153,2;-11,81;2,677;-31,62;-15,81
153,22;-11,42;2,638;-30,13;-15,06
153,24;-11,02;2,638;-29,07;-14,54
153,26;-11,42;2,638;-30,13;-15,06
153,28;-11,42;2,677;-30,57;-15,28
153,3;-11,81;2,638;-31,15;-15,58
153,32;-11,42;2,638;-30,13;-15,06
153,34;-11,42;2,598;-29,67;-14,84
153,36;-11,42;2,638;-30,13;-15,06
153,38;-11,81;2,638;-31,15;-15,58
153,4;-11,81;2,638;-31,15;-15,58
153,42;-11,42;2,638;-30,13;-15,06
153,44;-11,42;2,598;-29,67;-14,84
153,46;-11,42;2,638;-30,13;-15,06
153,48;-11,81;2,638;-31,15;-15,58
153,5;-11,81;2,638;-31,15;-15,58
153,52;-11,81;2,638;-31,15;-15,58
153,54;-11,42;2,598;-29,67;-14,84
153,56;-11,42;2,638;-30,13;-15,06
153,58;-11,81;2,717;-32,09;-16,05
153,6;-11,81;2,638;-31,15;-15,58
153,62;-11,42;2,638;-30,13;-15,06
153,64;-11,02;2,598;-28,63;-14,32
153,66;-11,42;2,638;-30,13;-15,06
153,68;-11,81;2,638;-31,15;-15,58
153,7;-11,81;2,638;-31,15;-15,58
153,72;-11,42;2,638;-30,13;-15,06
153,74;-11,42;2,598;-29,67;-14,84
153,76;-11,42;2,598;-29,67;-14,84
153,78;-11,81;2,638;-31,15;-15,58
153,8;-11,81;2,638;-31,15;-15,58
153,82;-11,81;2,638;-31,15;-15,58
153,84;-11,42;2,598;-29,67;-14,84
153,86;-11,42;2,638;-30,13;-15,06
153,88;-11,81;2,638;-31,15;-15,58
153,9;-11,81;2,638;-31,15;-15,58
153,92;-11,42;2,598;-29,67;-14,84
153,94;-11,42;2,598;-29,67;-14,84
153,96;-11,42;2,598;-29,67;-14,84
153,98;-11,81;2,638;-31,15;-15,58
154;-11,81;2,638;-31,15;-15,58
154,02;-11,81;2,638;-31,15;-15,58
154,04;-11,42;2,598;-29,67;-14,84
154,06;-11,42;2,598;-29,67;-14,84
154,08;-11,81;2,638;-31,15;-15,58
154,1;-11,81;2,638;-31,15;-15,58
154,12;-11,81;2,638;-31,15;-15,58
154,14;-11,42;2,598;-29,67;-14,84
154,16;-11,42;2,638;-30,13;-15,06
154,18;-11,81;2,638;-31,15;-15,58
154,2;-11,81;2,677;-31,62;-15,81
154,22;-11,81;2,638;-31,15;-15,58
154,24;-11,42;2,598;-29,67;-14,84
154,26;-11,42;2,638;-30,13;-15,06
154,28;-11,81;2,638;-31,15;-15,58
154,3;-11,81;2,638;-31,15;-15,58
154,32;-11,81;2,638;-31,15;-15,58
154,34;-11,42;2,598;-29,67;-14,84
154,36;-11,42;2,598;-29,67;-14,84
154,38;-11,81;2,638;-31,15;-15,58
154,4;-11,81;2,638;-31,15;-15,58
154,42;-11,81;2,638;-31,15;-15,58
154,44;-11,02;2,598;-28,63;-14,32
154,46;-11,42;2,598;-29,67;-14,84
154,48;-11,81;2,638;-31,15;-15,58
154,5;-11,81;2,638;-31,15;-15,58
154,52;-11,81;2,638;-31,15;-15,58
154,54;-11,42;2,598;-29,67;-14,84
154,56;-11,42;2,598;-29,67;-14,84
154,58;-11,81;2,638;-31,15;-15,58
154,6;-12,2;2,677;-32,66;-16,33
154,62;-11,81;2,638;-31,15;-15,58
154,64;-11,42;2,598;-29,67;-14,84
154,66;-11,02;2,598;-28,63;-14,32
154,68;-11,42;2,638;-30,13;-15,06
154,7;-11,81;2,638;-31,15;-15,58
154,72;-11,81;2,638;-31,15;-15,58
154,74;-11,42;2,598;-29,67;-14,84
154,76;-11,42;2,598;-29,67;-14,84
154,78;-11,81;2,638;-31,15;-15,58
154,8;-11,81;2,638;-31,15;-15,58
154,82;-11,81;2,638;-31,15;-15,58
154,84;-11,42;2,598;-29,67;-14,84
154,86;-11,02;2,638;-29,07;-14,54
154,88;-11,81;2,638;-31,15;-15,58
154,9;-11,81;2,638;-31,15;-15,58
154,92;-11,81;2,638;-31,15;-15,58
154,94;-11,42;2,559;-29,22;-14,61
154,96;-11,02;2,559;-28,2;-14,1
154,98;-11,81;2,638;-31,15;-15,58
155;-11,81;2,638;-31,15;-15,58
155,02;-11,81;2,638;-31,15;-15,58
155,04;-11,42;2,598;-29,67;-14,84
155,06;-11,42;2,559;-29,22;-14,61
155,08;-11,81;2,638;-31,15;-15,58
155,1;-12,2;2,638;-32,18;-16,09
155,12;-11,81;2,638;-31,15;-15,58
155,14;-11,42;2,598;-29,67;-14,84
155,16;-11,42;2,598;-29,67;-14,84
155,18;-11,81;2,638;-31,15;-15,58
155,2;-11,81;2,638;-31,15;-15,58
155,22;-11,81;2,638;-31,15;-15,58
155,24;-11,42;2,598;-29,67;-14,84
155,26;-11,42;2,598;-29,67;-14,84
155,28;-11,81;2,638;-31,15;-15,58
155,3;-11,81;2,638;-31,15;-15,58
155,32;-11,81;2,638;-31,15;-15,58
155,34;-11,42;2,598;-29,67;-14,84
155,36;-11,42;2,598;-29,67;-14,84
155,38;-11,81;2,638;-31,15;-15,58
155,4;-12,2;2,677;-32,66;-16,33
155,42;-11,81;2,638;-31,15;-15,58
155,44;-11,42;2,638;-30,13;-15,06
155,46;-11,42;2,598;-29,67;-14,84
155,48;-11,81;2,638;-31,15;-15,58
155,5;-11,81;2,638;-31,15;-15,58
155,52;-11,81;2,638;-31,15;-15,58
155,54;-11,81;2,598;-30,68;-15,34
155,56;-11,42;2,559;-29,22;-14,61
155,58;-11,42;2,638;-30,13;-15,06
155,6;-12,2;2,638;-32,18;-16,09
155,62;-11,81;2,638;-31,15;-15,58
155,64;-11,42;2,598;-29,67;-14,84
155,66;-11,42;2,598;-29,67;-14,84
155,68;-11,81;2,638;-31,15;-15,58
155,7;-11,81;2,638;-31,15;-15,58
155,72;-11,81;2,638;-31,15;-15,58
155,74;-11,81;2,598;-30,68;-15,34
155,76;-11,42;2,559;-29,22;-14,61
155,78;-11,81;2,638;-31,15;-15,58
155,8;-11,81;2,638;-31,15;-15,58
155,82;-11,81;2,638;-31,15;-15,58
155,84;-11,42;2,598;-29,67;-14,84
155,86;-11,42;2,598;-29,67;-14,84
155,88;-11,42;2,638;-30,13;-15,06
155,9;-12,2;2,638;-32,18;-16,09
155,92;-11,81;2,638;-31,15;-15,58
155,94;-11,42;2,559;-29,22;-14,61
155,96;-11,42;2,559;-29,22;-14,61
155,98;-11,42;2,638;-30,13;-15,06
156;-11,81;2,638;-31,15;-15,58
156,02;-11,81;2,638;-31,15;-15,58
156,04;-11,81;2,559;-30,22;-15,11
156,06;-11,42;2,559;-29,22;-14,61
156,08;-11,81;2,598;-30,68;-15,34
156,1;-11,81;2,638;-31,15;-15,58
156,12;-11,81;2,638;-31,15;-15,58
156,14;-11,81;2,598;-30,68;-15,34
156,16;-11,42;2,598;-29,67;-14,84
156,18;-11,81;2,638;-31,15;-15,58
156,2;-11,81;2,638;-31,15;-15,58
156,22;-12,2;2,638;-32,18;-16,09
156,24;-11,81;2,598;-30,68;-15,34
156,26;-11,42;2,638;-30,13;-15,06
156,28;-11,42;2,638;-30,13;-15,06
156,3;-12,2;2,677;-32,66;-16,33
156,32;-12,2;2,638;-32,18;-16,09
156,34;-11,42;2,598;-29,67;-14,84
156,36;-11,42;2,598;-29,67;-14,84
156,38;-11,42;2,598;-29,67;-14,84
156,4;-11,81;2,638;-31,15;-15,58
156,42;-12,2;2,638;-32,18;-16,09
156,44;-11,81;2,598;-30,68;-15,34
156,46;-11,42;2,559;-29,22;-14,61
156,48;-11,42;2,598;-29,67;-14,84
156,5;-11,81;2,638;-31,15;-15,58
156,52;-11,81;2,638;-31,15;-15,58
156,54;-11,81;2,559;-30,22;-15,11
156,56;-11,42;2,559;-29,22;-14,61
156,58;-11,42;2,598;-29,67;-14,84
156,6;-11,81;2,638;-31,15;-15,58
156,62;-11,81;2,638;-31,15;-15,58
156,64;-11,81;2,598;-30,68;-15,34
156,66;-11,42;2,598;-29,67;-14,84
156,68;-11,81;2,598;-30,68;-15,34
156,7;-12,2;2,638;-32,18;-16,09
156,72;-12,2;2,638;-32,18;-16,09
156,74;-11,42;2,598;-29,67;-14,84
156,76;-11,42;2,559;-29,22;-14,61
156,78;-11,42;2,598;-29,67;-14,84
156,8;-11,81;2,638;-31,15;-15,58
156,82;-11,81;2,638;-31,15;-15,58
156,84;-11,81;2,598;-30,68;-15,34
156,86;-11,42;2,559;-29,22;-14,61
156,88;-11,42;2,559;-29,22;-14,61
156,9;-11,81;2,638;-31,15;-15,58
156,92;-12,2;2,598;-31,7;-15,85
156,94;-11,81;2,598;-30,68;-15,34
156,96;-11,42;2,48;-28,32;-14,16
156,98;-11,42;2,559;-29,22;-14,61
157;-11,81;2,638;-31,15;-15,58
157,02;-12,2;2,638;-32,18;-16,09
157,04;-11,81;2,598;-30,68;-15,34
157,06;-11,42;2,559;-29,22;-14,61
157,08;-11,42;2,598;-29,67;-14,84
157,1;-11,81;2,638;-31,15;-15,58
157,12;-12,2;2,638;-32,18;-16,09
157,14;-11,81;2,598;-30,68;-15,34
157,16;-11,42;2,598;-29,67;-14,84
157,18;-11,42;2,598;-29,67;-14,84
157,2;-11,81;2,638;-31,15;-15,58
157,22;-12,2;2,638;-32,18;-16,09
157,24;-11,81;2,638;-31,15;-15,58
157,26;-11,42;2,598;-29,67;-14,84
157,28;-11,42;2,559;-29,22;-14,61
157,3;-11,81;2,638;-31,15;-15,58
157,32;-12,2;2,638;-32,18;-16,09
157,34;-11,81;2,598;-30,68;-15,34
157,36;-11,42;2,559;-29,22;-14,61
157,38;-11,42;2,598;-29,67;-14,84
157,4;-12,2;2,638;-32,18;-16,09
157,42;-12,2;2,638;-32,18;-16,09
157,44;-11,81;2,598;-30,68;-15,34
157,46;-11,42;2,559;-29,22;-14,61
157,48;-11,42;2,598;-29,67;-14,84
157,5;-11,81;2,638;-31,15;-15,58
157,52;-12,2;2,638;-32,18;-16,09
157,54;-11,81;2,598;-30,68;-15,34
157,56;-11,42;2,559;-29,22;-14,61
157,58;-11,42;2,598;-29,67;-14,84
157,6;-11,81;2,638;-31,15;-15,58
157,62;-12,2;2,638;-32,18;-16,09
157,64;-11,81;2,598;-30,68;-15,34
157,66;-11,42;2,559;-29,22;-14,61
157,68;-11,42;2,598;-29,67;-14,84
157,7;-11,81;2,598;-30,68;-15,34
157,72;-12,2;2,638;-32,18;-16,09
157,74;-11,81;2,638;-31,15;-15,58
157,76;-11,42;2,559;-29,22;-14,61
157,78;-11,42;2,598;-29,67;-14,84
157,8;-11,81;2,559;-30,22;-15,11
157,82;-11,81;2,638;-31,15;-15,58
157,84;-11,81;2,598;-30,68;-15,34
157,86;-11,42;2,559;-29,22;-14,61
157,88;-11,42;2,559;-29,22;-14,61
157,9;-11,81;2,638;-31,15;-15,58
157,92;-11,81;2,638;-31,15;-15,58
157,94;-11,81;2,598;-30,68;-15,34
157,96;-11,42;2,559;-29,22;-14,61
157,98;-11,42;2,559;-29,22;-14,61
158;-11,81;2,638;-31,15;-15,58
158,02;-12,2;2,638;-32,18;-16,09
158,04;-11,81;2,598;-30,68;-15,34
158,06;-11,42;2,559;-29,22;-14,61
158,08;-11,42;2,559;-29,22;-14,61
158,1;-11,81;2,638;-31,15;-15,58
158,12;-12,2;2,638;-32,18;-16,09
158,14;-11,81;2,598;-30,68;-15,34
158,16;-11,42;2,559;-29,22;-14,61
158,18;-11,42;2,559;-29,22;-14,61
158,2;-11,81;2,638;-31,15;-15,58
158,22;-12,2;2,638;-32,18;-16,09
158,24;-11,81;2,598;-30,68;-15,34
158,26;-11,42;2,598;-29,67;-14,84
158,28;-11,42;2,559;-29,22;-14,61
158,3;-11,81;2,638;-31,15;-15,58
158,32;-12,2;2,638;-32,18;-16,09
158,34;-11,81;2,598;-30,68;-15,34
158,36;-11,81;2,559;-30,22;-15,11
158,38;-11,42;2,559;-29,22;-14,61
158,4;-11,81;2,598;-30,68;-15,34
